id,length,name,genre
1177,1439,The Darkness,Pop/Rock
1775,1439,David Gray,Pop/Rock
2739,1439,Mercury Rev,Pop/Rock
4921,1439,Anti-Flag,Pop/Rock
5315,1439,CHAPPO,Pop/Rock
548,1438,The Flaming Lips,Pop/Rock
4192,1437,Crumb,Pop/Rock
3623,1436,Caviar,Pop/Rock
3906,1436,Trisha Yearwood,Country
3977,1436,The Black Keys,Pop/Rock
1623,1435,Geggy Tah,Pop/Rock
2327,1434,Screeching Weasel,Pop/Rock
3949,1434,The Album Leaf,Pop/Rock
1502,1433,Tortoise,Pop/Rock
3448,1433,Bratmobile,Pop/Rock
3537,1433,CKY,Pop/Rock
574,1432,Babes in Toyland,Pop/Rock
816,1432,BoySetsFire,Pop/Rock
2642,1432,Matthew Sweet,Pop/Rock
3052,1432,The Sea and Cake,Pop/Rock
4239,1432,Belly,Pop/Rock
1953,1431,Samiam,Pop/Rock
3261,1431,7 Seconds,Pop/Rock
1490,1430,Jawbox,Pop/Rock
1571,1430,Unwound,Pop/Rock
2853,1430,The Offspring,Pop/Rock
3271,1430,moe.,Pop/Rock
4895,1429,The White Stripes,Pop/Rock
2577,1428,Martha Wainwright,Pop/Rock
3773,1428,Yo La Tengo,Pop/Rock
231,1427,Stereolab,Pop/Rock
2157,1427,Jill Sobule,Pop/Rock
224,1426,The Apples in Stereo,Pop/Rock
911,1426,Crash Test Dummies,Pop/Rock
3950,1426,Soda Stereo,Latin
4167,1426,Battles,Pop/Rock
5151,1426,Foals,Pop/Rock
233,1425,Paula Cole,Pop/Rock
2368,1425,Company,Pop/Rock
3018,1425,The Rembrandts,Pop/Rock
3926,1425,Slint,Pop/Rock
4927,1425,Therapy?,Pop/Rock
1081,1424,Crowded House,Pop/Rock
2528,1424,Poe,Pop/Rock
4950,1424,Moxy FrÃ¼vous,Pop/Rock
5491,1424,Mary Lambert,Pop/Rock
1355,1423,Chapterhouse,Pop/Rock
2728,1423,Medicine,Pop/Rock
4271,1423,Tori Amos,Pop/Rock
4536,1423,Liam Lynch,Pop/Rock
5081,1423,Daniel Bedingfield,Pop/Rock
770,1422,King Missile,Pop/Rock
1055,1422,Cranes,Pop/Rock
5349,1422,Small Black,Pop/Rock
232,1421,Skin Yard,Pop/Rock
4757,1421,Men at Work,Pop/Rock
4997,1421,My Bloody Valentine,Pop/Rock
276,1420,Smog,Pop/Rock
3609,1420,Cap'n Jazz,Pop/Rock
5458,1420,R5,Pop/Rock
128,1419,Teenage Fanclub,Pop/Rock
320,1419,Shonen Knife,Pop/Rock
2869,1419,A Skylit Drive,Pop/Rock
3473,1419,The Breeders,Pop/Rock
4707,1419,Quicksand,Pop/Rock
3636,1418,The Dodos,Pop/Rock
4088,1418,INXS,Pop/Rock
4331,1418,Fugazi,Pop/Rock
5441,1418,Mac DeMarco,Pop/Rock
122,1417,Sister Hazel,Pop/Rock
2724,1417,Midnight Oil,Pop/Rock
3411,1417,Toadies,Pop/Rock
4870,1417,The Thermals,Pop/Rock
5196,1417,Wavves,Pop/Rock
5290,1417,Kurt Vile,Pop/Rock
3161,1416,Guided by Voices,Pop/Rock
3230,1416,A Flock of Seagulls,Pop/Rock
4533,1416,Marillion,Pop/Rock
4812,1416,The Kills,Pop/Rock
339,1414,The Bats,Pop/Rock
361,1414,Swell,Pop/Rock
569,1414,The Chills,Pop/Rock
1065,1414,Jack White,Pop/Rock
1478,1414,Eloy,Pop/Rock
2230,1414,Polvo,Pop/Rock
2629,1414,R. Stevie Moore,Pop/Rock
2901,1414,The Mountain Goats,Pop/Rock
5440,1414,WZRD,Pop/Rock
5494,1414,Together PANGEA,Pop/Rock
603,1413,The Clean,Pop/Rock
1228,1413,Egg,Pop/Rock
1270,1413,Beat Happening,Pop/Rock
1803,1413,Dinosaur Jr.,Pop/Rock
2539,1413,Nirvana,Pop/Rock
2763,1413,The Presidents of the United States of America,Pop/Rock
2992,1413,They Might Be Giants,Pop/Rock
3227,1413,Thompson Twins,Pop/Rock
3277,1413,The Vaselines,Pop/Rock
3889,1413,Split Enz,Pop/Rock
3970,1413,Sonic Youth,Pop/Rock
4487,1413,Ween,Pop/Rock
4617,1413,Sebadoh,Pop/Rock
5021,1413,Camel,Pop/Rock
4009,1412,Big D and the Kids Table,Pop/Rock
4429,1409,Jane Monheit,Vocal
414,1407,Ani DiFranco,Pop/Rock
2620,1406,Neko Case,Pop/Rock
881,1396,Chris Botti,Jazz
3813,1396,Crystal Castles,Electronic
5342,1394,Eric Bellinger,R&B;
2861,1392,The Suicide Machines,Pop/Rock
959,1391,Chromeo,Pop/Rock
921,1389,Jackyl,Pop/Rock
5263,1389,Daley,R&B;
229,1388,Skid Row,Pop/Rock
3175,1388,Gillian Welch,Folk
3724,1388,Marc Cohn,Pop/Rock
4640,1388,Jill Scott,R&B;
710,1387,India.Arie,R&B;
1714,1386,DragonForce,Pop/Rock
380,1384,Susan Tedeschi,Blues
1030,1384,Cinderella,Pop/Rock
2153,1383,Josh Rouse,Pop/Rock
1619,1381,Warrant,Pop/Rock
5466,1381,Jonn Hart,R&B;
3386,1380,Mr. Big,Pop/Rock
1436,1379,Ugly Kid Joe,Pop/Rock
389,1378,Beth Hart,Pop/Rock
1277,1378,Passion,Religious
2489,1377,Melissa Etheridge,Pop/Rock
5516,1377,TeeFLii,R&B;
178,1376,Slaughter,Pop/Rock
2720,1376,Ray J,R&B;
5020,1376,Caedmon's Call,Religious
5248,1376,Jeremih,R&B;
1056,1374,Trey Songz,R&B;
1445,1374,Firehouse,Pop/Rock
3611,1374,GWAR,Pop/Rock
3839,1374,Enuff Z'nuff,Pop/Rock
251,1373,Trixter,Pop/Rock
3196,1373,Damn Yankees,Pop/Rock
5080,1373,Danger Danger,Pop/Rock
579,1372,Bon Jovi,Pop/Rock
1133,1372,The Crystal Method,Electronic
5285,1372,Rationale,Pop/Rock
4645,1371,Ne-Yo,R&B;
4930,1371,Monifah,R&B;
2594,1370,Natalie Merchant,Pop/Rock
3159,1370,George Michael,Pop/Rock
1952,1369,Sammie,R&B;
2872,1369,Corbin Bleu,Pop/Rock
5187,1369,The-Dream,R&B;
5520,1368,VEDO,R&B;
282,1367,The Be Good Tanyas,Pop/Rock
2284,1367,Day26,R&B;
26,1366,Tank,R&B;
697,1366,Iris DeMent,Country
1747,1366,Jamie Foxx,R&B;
5387,1363,Jessie Ware,Pop/Rock
407,1362,Soulive,Jazz
2510,1361,Richard Marx,Pop/Rock
3969,1359,The Avett Brothers,Pop/Rock
5206,1359,Mumford & Sons,Pop/Rock
1887,1358,Macy Gray,R&B;
4396,1358,Turbonegro,Pop/Rock
1281,1357,Fozzy,Pop/Rock
1439,1357,Edwin McCain,Pop/Rock
2038,1357,Diana Krall,Jazz
1063,1356,Counting Crows,Pop/Rock
589,1355,The Greenhornes,Pop/Rock
2030,1355,Wayne Wonder,Reggae
1115,1353,Jamelia,Pop/Rock
2535,1353,Poison,Pop/Rock
5167,1353,Bingo Players,Electronic
5447,1353,Destructo,Electronic
3039,1352,Mother Love Bone,Pop/Rock
3666,1352,Daft Punk,Electronic
4047,1352,The Gories,Pop/Rock
1334,1351,Exhorder,Pop/Rock
1859,1351,Howard Jones,Pop/Rock
195,1350,Patty Griffin,Pop/Rock
736,1350,Kelly Price,R&B;
1058,1350,The Beloved,Pop/Rock
1544,1350,Green Jelly,Pop/Rock
2298,1350,Junkyard,Pop/Rock
3221,1350,Dangerous Toys,Pop/Rock
3790,1350,Zakk Wylde,Pop/Rock
3947,1350,Suzy Bogguss,Country
4283,1350,Electronic,Pop/Rock
4407,1350,Tyrese,R&B;
4608,1350,Little Caesar,Pop/Rock
5277,1350,X Japan,Pop/Rock
2077,1349,Pet Shop Boys,Pop/Rock
3149,1349,Guns N' Roses,Pop/Rock
4109,1349,King's X,Pop/Rock
5477,1349,TGT,R&B;
100,1348,Spinal Tap,Comedy/Spoken
1392,1348,Felix da Housecat,Electronic
2066,1348,Jon B.,R&B;
2905,1348,Orbital,Electronic
4984,1348,Toni Braxton,R&B;
5344,1348,Eric Paslay,Country
2031,1347,Wilco,Pop/Rock
855,1346,Joe,R&B;
2712,1346,Lecrae,Religious
3505,1346,Bulletboys,Pop/Rock
4273,1346,Ben Harper,Pop/Rock
1345,1345,Dream Evil,Pop/Rock
2827,1345,Old 97's,Pop/Rock
4026,1344,Beverley Knight,R&B;
1406,1343,Europe,Pop/Rock
3204,1343,Hayes Carll,Pop/Rock
3634,1343,Ginuwine,R&B;
5062,1342,Giuffria,Pop/Rock
256,1341,Tesla,Pop/Rock
1538,1341,Erasure,Pop/Rock
3740,1341,Winger,Pop/Rock
849,1340,Ivy,Pop/Rock
3550,1340,Ryan Bingham,Country
3987,1340,Syleena Johnson,R&B;
4176,1339,Cracker,Pop/Rock
942,1338,James,Pop/Rock
2172,1338,Mark Chesnutt,Country
2203,1338,Saigon Kick,Pop/Rock
4212,1338,James McMurtry,Pop/Rock
943,1337,Crimson Glory,Pop/Rock
2024,1337,White Lion,Pop/Rock
3774,1337,Dave Matthews,Pop/Rock
5008,1337,Sunny Sweeney,Country
108,1336,Shawn Colvin,Pop/Rock
604,1336,Bob Schneider,Pop/Rock
1176,1336,Dokken,Pop/Rock
1879,1336,The Wannadies,Pop/Rock
2347,1336,QueensrÃ¿che,Pop/Rock
3496,1336,Britny Fox,Pop/Rock
3872,1336,Steelheart,Pop/Rock
3978,1336,SinÃ©ad O'Connor,Pop/Rock
4931,1336,Thunder,Pop/Rock
4968,1336,Akon,R&B;
5049,1336,Giant,Pop/Rock
5216,1336,Ideal,R&B;
123,1335,Tasmin Archer,R&B;
1614,1335,Def Leppard,Pop/Rock
3467,1335,Mr. Mister,Pop/Rock
5291,1334,Josh Abbott Band,Country
830,1333,Concrete Blonde,Pop/Rock
2898,1333,a-ha,Pop/Rock
2067,1332,Jon Secada,R&B;
2435,1332,Mark Wills,Country
360,1331,Songs: Ohia,Pop/Rock
2643,1331,Michael Bolton,Pop/Rock
2803,1331,Reckless Kelly,Pop/Rock
3704,1331,Marc Dorsey,Pop/Rock
5191,1331,Stacy Barthe,R&B;
1840,1330,Lizz Wright,Jazz
2365,1330,R. Kelly,R&B;
2885,1330,Marsha Ambrosius,R&B;
4683,1330,Rufus Wainwright,Pop/Rock
1383,1329,Eva Cassidy,Pop/Rock
2402,1329,Rahsaan Patterson,R&B;
2600,1329,Mary J. Blige,R&B;
4749,1329,Nightwish,Pop/Rock
5307,1329,The SteelDrivers,Country
532,1328,The Clientele,Pop/Rock
1776,1327,The Jon Spencer Blues Explosion,Pop/Rock
2812,1327,Red House Painters,Pop/Rock
5361,1327,Lianne La Havas,Pop/Rock
2083,1326,Pete Droge,Pop/Rock
3201,1326,Hatebreed,Pop/Rock
1019,1325,ChristiÃ³n,R&B;
2659,1325,Next,R&B;
4435,1325,Uncle Sam,R&B;
4450,1325,Deep Blue Something,Pop/Rock
4660,1325,Marques Houston,R&B;
85,1324,Palace,Pop/Rock
423,1324,BoDeans,Pop/Rock
659,1324,The Lightning Seeds,Pop/Rock
793,1324,Boyz II Men,R&B;
892,1324,Chris Cagle,Country
571,1323,B2K,R&B;
1398,1323,Carl Thomas,R&B;
3834,1323,Grant Lee Buffalo,Pop/Rock
4168,1323,Chris Thile,Folk
804,1322,Bonnie Tyler,Pop/Rock
1040,1322,Lambchop,Pop/Rock
2852,1322,Rhonda Vincent,Country
1603,1321,Galactic,Pop/Rock
3464,1321,The Infamous Stringdusters,Country
4443,1321,Wade Bowen,Country
1647,1320,Cassandra Wilson,Vocal
4210,1320,Bananarama,Pop/Rock
5237,1320,Josh Ward,Country
2341,1319,Mary Gauthier,Country
4467,1319,Mad Season,Pop/Rock
4472,1319,Del Amitri,Pop/Rock
2192,1318,Mark Lanegan,Pop/Rock
5046,1318,Hank Williams III,Country
727,1317,Children of Bodom,Pop/Rock
980,1317,Chromatics,Pop/Rock
1771,1317,Vince Gill,Country
1880,1317,Deee-Lite,Pop/Rock
1901,1317,Rob Zombie,Pop/Rock
2590,1317,Keb' Mo',Blues
2595,1317,Natalie Grant,Religious
3454,1317,Tom Morello,Pop/Rock
3742,1317,Dave Alvin,Pop/Rock
5177,1317,Jake Owen,Country
1026,1316,Chuck Prophet,Pop/Rock
1121,1316,Pat Green,Country
530,1315,Avant,R&B;
936,1315,Chico DeBarge,R&B;
2277,1315,Lisa Stansfield,R&B;
2795,1315,Ozomatli,Pop/Rock
3632,1315,Glenn Lewis,R&B;
4249,1315,Taj Mahal,Blues
4441,1315,John Hiatt,Pop/Rock
4567,1315,Rocket from the Crypt,Pop/Rock
4588,1315,Lucinda Williams,Folk
749,1314,Chris Knight,Country
2805,1314,Donna Lewis,Pop/Rock
3091,1314,Brian McKnight,R&B;
3588,1314,Camouflage,Pop/Rock
3731,1314,Dar Williams,Folk
4763,1314,Merril Bainbridge,Pop/Rock
1852,1313,John Gorka,Folk
3066,1313,Air Supply,Pop/Rock
3945,1313,Sigue Sigue Sputnik,Pop/Rock
1165,1312,Frankie Goes to Hollywood,Pop/Rock
1998,1312,White Town,Electronic
4013,1312,Autechre,Electronic
10,1311,Pam Tillis,Country
216,1311,Tea Leaf Green,Pop/Rock
321,1311,Shooter Jennings,Country
1617,1311,Madeleine Peyroux,Vocal
1970,1311,Les Nubians,R&B;
2834,1311,Obituary,Pop/Rock
4248,1311,Alphaville,Pop/Rock
168,1310,Tears for Fears,Pop/Rock
2878,1310,Moby,Electronic
2882,1310,The String Cheese Incident,Pop/Rock
3831,1310,Gravity Kills,Pop/Rock
732,1309,Kem,R&B;
2296,1309,Junkie XL,Electronic
2408,1309,Eluveitie,Pop/Rock
5038,1309,Candy Dulfer,Jazz
5136,1309,Freur,Pop/Rock
126,1308,Travis Tritt,Country
802,1308,In Flames,Pop/Rock
1120,1308,Faith No More,Pop/Rock
2050,1308,Lucy Pearl,R&B;
2874,1308,Collie Buddz,Reggae
2907,1308,The Tractors,Country
2911,1308,The Lemonheads,Pop/Rock
1274,1307,Ekoostik Hookah,Pop/Rock
1310,1307,En Vogue,R&B;
161,1306,Patty Loveless,Country
977,1306,Basia,Pop/Rock
1638,1306,The Flying Luttenbachers,Jazz
1774,1306,Dimmu Borgir,Pop/Rock
2462,1306,Meat Loaf,Pop/Rock
2551,1306,Primus,Pop/Rock
2936,1306,The Ocean Blue,Pop/Rock
3197,1306,Maktub,R&B;
3405,1306,Alan Jackson,Country
3410,1306,At the Gates,Pop/Rock
3584,1306,Burzum,Pop/Rock
5262,1306,M/A/R/R/S,Electronic
474,1305,Aventura,Latin
1462,1305,Jamiroquai,R&B;
2232,1305,Los Lonely Boys,Pop/Rock
3691,1305,Mandy Patinkin,Vocal
322,1304,Silk,R&B;
2482,1304,No Use for a Name,Pop/Rock
3542,1304,Buck-O-Nine,Pop/Rock
3795,1304,Zion & Lennox,Latin
4855,1304,Geoff Zanelli,Stage & Screen
1565,1303,Flogging Molly,Pop/Rock
1570,1303,Don Omar,Latin
1615,1303,Emperor,Pop/Rock
3073,1303,TobyMac,Religious
3836,1303,Entombed,Pop/Rock
5012,1303,Mandisa,Religious
5118,1303,Hans Zimmer,Stage & Screen
583,1302,The Innocence Mission,Pop/Rock
2531,1302,Porno for Pyros,Pop/Rock
2633,1302,Rachelle Ferrell,Vocal
443,1301,Blackstreet,R&B;
2090,1301,Sean Paul,Reggae
2420,1301,Neneh Cherry,Pop/Rock
2591,1301,Napalm Death,Pop/Rock
3100,1301,Brian Tyler,Stage & Screen
2673,1300,Ryan Leslie,R&B;
3257,1300,Animotion,Pop/Rock
3604,1300,H-Town,R&B;
5405,1300,Tedeschi Trucks Band,Pop/Rock
2696,1299,The Mavericks,Country
4347,1299,Eric BenÃ©t,R&B;
5256,1299,Jesse Boykins III,R&B;
131,1298,Amel Larrieux,R&B;
395,1298,Sweetback,R&B;
486,1298,Bilal,R&B;
761,1298,Patrick Doyle,Stage & Screen
776,1298,Inspiral Carpets,Pop/Rock
3799,1298,ZhanÃ©,R&B;
4395,1298,Charlie Hunter,Jazz
651,1297,Body Count,Pop/Rock
869,1297,Indigo Girls,Pop/Rock
1241,1297,James Horner,Stage & Screen
1933,1297,Dennis DeYoung,Pop/Rock
1947,1297,Wayne Hancock,Country
2007,1297,Leo Sayer,Pop/Rock
2149,1297,Howard Shore,Stage & Screen
2154,1297,Sade,R&B;
3001,1297,The Rentals,Pop/Rock
4099,1297,Idina Menzel,Vocal
4988,1297,Heather Headley,R&B;
265,1296,Tevin Campbell,R&B;
2707,1296,Meshell Ndegeocello,R&B;
4269,1296,Clint Black,Country
4775,1296,The O.C. Supertones,Pop/Rock
4922,1296,Montell Jordan,R&B;
978,1295,Basic Black,R&B;
2323,1295,Luis Fonsi,Latin
4042,1295,Big Audio Dynamite,Pop/Rock
5239,1295,Chino & Nacho,Latin
5260,1295,Easton Corbin,Country
176,1294,Sizzla,Reggae
429,1294,Blancmange,Pop/Rock
544,1294,Michael Ball,Vocal
683,1294,Keith Whitley,Country
753,1294,Black Box,Electronic
2040,1294,Savatage,Pop/Rock
2537,1294,Karen Akers,Vocal
4219,1294,James Newton Howard,Stage & Screen
4516,1294,Horace Brown,R&B;
4592,1294,Save Ferris,Pop/Rock
4702,1294,Mary Chapin Carpenter,Country
5238,1294,Alphaville,Pop/Rock
5276,1294,Wisin & Yandel,Latin
5392,1294,Jeremy Soule,Stage & Screen
13,1293,Speedy,Electronic
27,1293,Andrew Lloyd Webber,Stage & Screen
673,1293,The House of Love,Pop/Rock
843,1293,Chris Tomlin,Religious
1883,1293,John Williams,Stage & Screen
1899,1293,Deborah Cox,R&B;
1921,1293,Depeche Mode,Pop/Rock
2717,1293,Mike Birbiglia,Comedy/Spoken
2903,1293,Off with Their Heads,Pop/Rock
4137,1293,Chris Lord-Alge,Pop/Rock
4925,1293,Throwing Muses,Pop/Rock
1421,1292,Elephant Man,Reggae
1493,1292,Edie Brickell,Pop/Rock
2562,1292,Kathy Mattea,Country
3194,1292,Daddy Yankee,Latin
3503,1292,Aslan,Pop/Rock
3596,1292,George Martin,Pop/Rock
3714,1292,Dane Cook,Comedy/Spoken
3770,1292,Wynonna,Country
3902,1292,Paul Oakenfold,Electronic
4422,1292,Jawbreaker,Pop/Rock
1931,1291,Sam Phillips,Pop/Rock
2626,1291,Neal McCoy,Country
3061,1291,Mr. Bungle,Pop/Rock
3675,1291,Dan Tyminski,Country
4970,1291,Alannah Myles,Pop/Rock
671,1290,The Libertines,Pop/Rock
742,1290,King,Pop/Rock
2524,1290,Kajagoogoo,Pop/Rock
2670,1290,Newsboys,Religious
2999,1290,Another Bad Creation,R&B;
3964,1290,Suzanne Vega,Pop/Rock
4498,1290,White Zombie,Pop/Rock
426,1289,The Big Wu,Pop/Rock
738,1289,Kindred the Family Soul,R&B;
1011,1289,Lady Saw,Reggae
1062,1289,Duran Duran,Pop/Rock
1285,1289,Shaggy,Reggae
1872,1289,Walk the Moon,Pop/Rock
3030,1289,"10,000 Maniacs",Pop/Rock
3,1288,Tony Furtado,Pop/Rock
875,1288,The La's,Pop/Rock
1260,1288,Grayson Hugh,R&B;
2180,1288,Lorrie Morgan,Country
2427,1288,Phish,Pop/Rock
3026,1288,Adam Sandler,Comedy/Spoken
3753,1288,Xscape,R&B;
5383,1288,Miguel,R&B;
489,1287,Bleu Edmondson,Country
1043,1287,Bell Biv DeVoe,R&B;
1698,1287,Tuck & Patti,Jazz
2027,1287,Johnny Gill,R&B;
3023,1287,Mirwais,Electronic
4500,1287,Whitney Houston,R&B;
5004,1287,Mr. Vegas,Reggae
180,1286,Amber,Electronic
292,1286,Texas,Pop/Rock
294,1286,The Beautiful South,Pop/Rock
517,1286,Bobby Brown,R&B;
2185,1286,Robert Earl Keen,Folk
4134,1286,Infectious Grooves,Pop/Rock
4156,1286,La Bouche,Electronic
4258,1286,Shai,R&B;
4834,1286,The Saw Doctors,Pop/Rock
653,1285,The Communards,Pop/Rock
724,1285,The Judds,Country
1126,1285,Jodeci,R&B;
2623,1285,Red Rat,Reggae
3748,1285,Yaz,Pop/Rock
4207,1285,Clan of Xymox,Pop/Rock
4840,1285,Missing Persons,Pop/Rock
1356,1284,ChantÃ© Moore,R&B;
3844,1284,Sepultura,Pop/Rock
4232,1284,Beenie Man,Reggae
4801,1284,The Mighty Mighty Bosstones,Pop/Rock
387,1283,Steve Wariner,Country
1201,1283,Echo & the Bunnymen,Pop/Rock
1730,1283,Jane Siberry,Pop/Rock
1745,1283,Janie Fricke,Country
1869,1283,Howard Stern,Comedy/Spoken
4848,1283,The Smiths,Pop/Rock
5433,1283,Bastille,Pop/Rock
383,1281,Steven Curtis Chapman,Religious
905,1281,Kristin Chenoweth,Vocal
940,1281,Tye Tribbett,Religious
2340,1281,Vanessa Williams,R&B;
2486,1281,Rich Mullins,Religious
3252,1281,4Him,Religious
3530,1281,Bruce Hornsby,Pop/Rock
3861,1281,Alison Krauss,Country
4050,1281,The Gourds,Pop/Rock
53,1280,Alicia Villarreal,Latin
656,1280,Bounty Killer,Reggae
739,1280,The Jayhawks,Pop/Rock
904,1280,Cherrelle,R&B;
1079,1280,Cross Canadian Ragweed,Country
1183,1280,Eddie Murphy,Comedy/Spoken
2302,1280,Nanci Griffith,Country
3148,1280,Hellyeah,Pop/Rock
5314,1280,Travis Greene,Religious
5448,1280,Jetta,Pop/Rock
299,1279,Super Cat,Reggae
1733,1279,Janet Jackson,R&B;
2115,1279,Marie Osmond,Country
2635,1279,Radney Foster,Country
3630,1279,H2O,Pop/Rock
3784,1279,Yolanda Adams,Religious
3952,1279,Snow,Reggae
5068,1279,Damian Marley,Reggae
5132,1279,Teddybears,Pop/Rock
305,1278,Paul Young,Pop/Rock
1590,1278,Mad Cobra,Reggae
3616,1278,Hercules & Love Affair,Electronic
4154,1278,Kurt Elling,Vocal
5009,1278,Buju Banton,Reggae
234,1277,Smokie Norful,Religious
519,1277,Babyface,R&B;
840,1277,LaShun Pace,Religious
1533,1277,Greater Vision,Religious
2865,1277,The Outfield,Pop/Rock
3325,1277,Annie Lennox,Pop/Rock
3838,1277,Donnie McClurkin,Religious
4580,1277,Scott Nygaard,Country
4983,1277,N'Dea Davenport,Jazz
5249,1277,Trin-i-tee 5:7,Religious
312,1276,Soul II Soul,R&B;
621,1276,Ken Elkinson,New Age
701,1276,Kirk Franklin,Religious
1075,1276,Shabba Ranks,Reggae
1244,1276,BÃ©la Fleck,Jazz
1467,1276,Faster Pussycat,Pop/Rock
1697,1276,Luscious Jackson,Pop/Rock
1811,1276,Hot Action Cop,Pop/Rock
1918,1276,Sandi Patty,Religious
3207,1276,Jason Isbell,Pop/Rock
5313,1276,The Glitch Mob,Pop/Rock
196,1275,Amon Amarth,Pop/Rock
1283,1275,Eric Heatherly,Country
1319,1275,Grace Jones,R&B;
1588,1275,John Tesh,New Age
2134,1275,Pharrell Williams,R&B;
2228,1275,Rodney Crowell,Country
2517,1275,Men at Large,R&B;
3460,1275,My Life with the Thrill Kill Kult,Pop/Rock
4307,1275,Fishbone,Pop/Rock
4444,1275,Kenny Wayne Shepherd,Pop/Rock
4691,1275,Primitive Radio Gods,Pop/Rock
5115,1275,Dave Koz,Jazz
5480,1275,Gawvi,Religious
418,1274,The Blue Nile,Pop/Rock
531,1274,Avalon,Religious
862,1274,Choking Victim,Pop/Rock
964,1274,Ledisi,R&B;
1104,1274,Crystal Lewis,Religious
1223,1274,Cutty Ranks,Reggae
1463,1274,Charlie Robison,Country
1593,1274,LeftÃ¶ver Crack,Pop/Rock
1724,1274,Ricky Van Shelton,Country
1816,1274,Rusted Root,Pop/Rock
2017,1274,Wayne Watson,Pop/Rock
2270,1274,Junior Brown,Country
2835,1274,Olga TaÃ±Ã³n,Latin
3226,1274,Dallas Holm,Religious
3595,1274,Gerald Levert,R&B;
3957,1274,Son Volt,Pop/Rock
4121,1274,Kim Waters,Jazz
4274,1274,Shanice,R&B;
134,1273,Tracy Chapman,Pop/Rock
214,1273,Amy Grant,Religious
304,1273,Steve Earle,Country
780,1273,Koffee Brown,R&B;
781,1273,Bow Wow Wow,Pop/Rock
906,1273,Israel & New Breed,Religious
1136,1273,Jody Watley,R&B;
1315,1273,Chaka Demus & Pliers,Reggae
1655,1273,Changing Faces,R&B;
2170,1273,Jesse Powell,R&B;
2849,1273,Operation Ivy,Pop/Rock
5117,1273,Dave Matthews Band,Pop/Rock
29,1272,Southern Culture on the Skids,Pop/Rock
743,1272,The Jesus Lizard,Pop/Rock
803,1272,Birdy,Pop/Rock
1225,1272,Dirty Projectors,Pop/Rock
2011,1272,Wayne Smith,Reggae
2160,1272,Lone Justice,Pop/Rock
2199,1272,Robert Randolph,Religious
2492,1272,Pink Martini,Pop/Rock
2854,1272,Olivia Newton-John,Pop/Rock
4075,1272,Keith Sweat,R&B;
4164,1272,L.A. Guns,Pop/Rock
5130,1272,DÃ¢m-Funk,R&B;
450,1271,Sin Bandera,Latin
573,1271,Kenny G,Jazz
866,1271,Kreator,Pop/Rock
1645,1271,David Byrne,Pop/Rock
2137,1271,Howard Hewett,R&B;
2507,1271,Pirates of the Mississippi,Country
2519,1271,K.T. Oslin,Country
2682,1271,Randy Travis,Country
3512,1271,Reik,Latin
4253,1271,Talk Talk,Pop/Rock
4358,1271,Freedy Johnston,Pop/Rock
4704,1271,Keel,Pop/Rock
4787,1271,Oleta Adams,Pop/Rock
107,1270,Tanya Tucker,Country
1014,1270,Cyndi Lauper,Pop/Rock
1491,1270,Fred Eaglesmith,Folk
2322,1270,Luis Miguel,Latin
3029,1270,MÃ¶tley CrÃ¼e,Pop/Rock
3258,1270,Anita Baker,R&B;
3328,1270,The Wallflowers,Pop/Rock
3416,1270,Al B. Sure!,R&B;
3546,1270,Strung Out,Pop/Rock
4463,1270,Deitrick Haddon,Religious
4474,1270,Debra Laws,R&B;
4678,1270,k.d. lang,Pop/Rock
4771,1270,Regina Belle,R&B;
50,1269,Alicia Myers,R&B;
223,1269,Steve Cole,Jazz
346,1269,Soft Cell,Pop/Rock
785,1269,Commissioned,Religious
1469,1269,Don Chezina,Latin
1530,1269,Great Big Sea,International
1049,1268,Lalah Hathaway,R&B;
1181,1268,Carlene Carter,Country
1456,1268,Eek-A-Mouse,Reggae
2534,1268,Nitzer Ebb,Pop/Rock
3435,1268,Tom Tom Club,Pop/Rock
3727,1268,Hi-Five,R&B;
4338,1268,Full Force,R&B;
469,1267,Big Bad Voodoo Daddy,Pop/Rock
694,1267,Kenny Lattimore,R&B;
1265,1267,Frente!,Pop/Rock
1299,1267,Dwele,R&B;
1381,1267,Downset,Pop/Rock
1505,1267,Freddie Jackson,R&B;
1792,1267,Life Without Buildings,Pop/Rock
2554,1267,Karyn White,R&B;
2734,1267,Meli'sa Morgan,R&B;
4583,1267,Junior Reid,Reggae
4589,1267,Julia Fordham,Pop/Rock
4665,1267,Richard Cheese,Pop/Rock
5043,1267,Calvin Richardson,R&B;
5114,1267,Will Downing,R&B;
5490,1267,Hozier,Pop/Rock
186,1266,Stephanie Mills,R&B;
808,1266,Biohazard,Pop/Rock
1729,1266,Luther Vandross,R&B;
2498,1266,Night Ranger,Pop/Rock
2737,1266,Ready for the World,R&B;
2944,1266,Anthony B,Reggae
3098,1266,Brian Setzer,Pop/Rock
3627,1266,Front 242,Pop/Rock
3759,1266,Yello,Electronic
4006,1266,Aztec Camera,Pop/Rock
4250,1266,Tony! Toni! TonÃ©!,R&B;
4839,1266,Mint Condition,R&B;
147,1265,Terence Trent D'Arby,R&B;
586,1265,Big Mountain,Reggae
939,1265,Chris Whitley,Pop/Rock
949,1265,Eric Darius,Jazz
1340,1265,Shannon,R&B;
1362,1265,Cocoa Tea,Reggae
2111,1265,Luna,Pop/Rock
2164,1265,Marion Meadows,Jazz
2177,1265,Rosanne Cash,Country
